question,scratch,answer
Ed had 6 more marbles than Doug. Doug lost 7 of his marbles at the playground. If Ed had 22 marbles How many marbles does Doug have now? Equation: <equation> 22.0 - -1.0</equation>,<scratch>Subtracting -1 from 22 at digit level;  22 >= -1;  Borrow: 0; 22 - -1 = 23. move one place left; 2 remains 2; final result: 23.</scratch>,23
Dan has $ 2. He bought a candy bar for $ 6 and a chocolate for $ 3. How much money did he spend to buy candy bar than he did to buy chocolate? Equation: <equation> 6 - 3</equation> ,<scratch>Subtracting 3 from 6 at digit level;  6 >= 3;  Borrow: 0; 6 - 3 = 3. move one place left; 0 remains 0; final result: 3.</scratch>,3
A waiter had 3 customers. After some left he still had 4 customers. How many more customers stayed behind than those that left? Equation: <equation> 4.0 - -1.0</equation>,<scratch>Subtracting -1 from 4 at digit level;  4 >= -1;  Borrow: 0; 4 - (-1) = 5. move one place left; 0 remains 0; final result: 5.</scratch>,5
Jackie has 10 apples. Adam has 8 apples. How many more apples does Jackie have than Adam? Equation: <equation> 10 - 8</equation> ,<scratch>Subtracting 8 from 10 at digit level;  10 >= 8;  Borrow: 0; 10 - 8 = 2. move one place left; 0 remains 0; final result: 2.</scratch>,2
Baker made 19 cakes and 131 pastries. If he sold 70 cakes and 88 pastries How many more pastries than cakes did baker make? Equation: <equation> 131 - 19</equation> ,<scratch>Subtracting 19 from 131 at digit level;  13 >= 19;  Borrow: 1; 13 - 19 = 2. move one place left; 1 remains 1; Subtracting 1 from 1 at digit level;  1 >= 1;  Borrow: 0; 1 - 1 = 0. move one place left; 13 remains 13; final result: 112.</scratch>,112
For Gwen's birthday she received 7 dollars. She spent some money and has 5 dollars left with her. How much money did she spend? Equation: <equation> 7 - 5</equation> ,<scratch>Subtracting 5 from 7 at digit level;  7 >= 5;  Borrow: 0; 7 - 5 = 2. move one place left; 0 remains 0; final result: 2.</scratch>,2
Winter is almost here and most animals are migrating to warmer countries. 27 bird families flew away for the winter from near a mountain. If there were 41 bird families living near the mountain initially How many bird families were left near the mountain? Equation: <equation> 41 - 27</equation> ,<scratch>Subtracting 27 from 41 at digit level;  41 >= 27;  Borrow: 0; 41 - 27 = 14. move one place left; 1 remains 1; final result: 14.</scratch>,14
Jake has 16 fewer peaches than Steven. Steven has 15 more peaches than Jill. If Jill has 12 peaches How many more peaches does Jill have than Jake? Equation: <equation> 16 - 15</equation> ,<scratch>Subtracting 15 from 16 at digit level;  16 >= 15;  Borrow: 0; 16 - 15 = 1. move one place left; 6 remains 6; Subtracting 0 from 6 at digit level;  6 >= 0;  Borrow: 0; 6 - 0 = 6. move one place left; 1 remains 1; final result: 1.</scratch>,1
A book has 2 chapters. The first chapter is 60 pages long. If there are a total of 93 pages in the book How many pages are in the second chapter? Equation: <equation> 93 - 60</equation> ,<scratch>Subtracting 60 from 93 at digit level;  9 >= 6;  Borrow: 1; 9 - 6 = 3. move one place left; 3 remains 3; Subtracting 0 from 3 at digit level;  3 >= 0;  Borrow: 0; 3 - 0 = 3. move one place left; 9 remains 9; final result: 33.</scratch>,33
Julia played tag with some kids on monday. She played tag with 14 kids on tuesday. If she played with a total of 16 kids How many kids did she play with on monday? Equation: <equation> 16 - 14</equation> ,<scratch>Subtracting 14 from 16 at digit level;  16 >= 14;  Borrow: 0; 16 - 14 = 2. move one place left; 6 remains 6; final result: 2.</scratch>,2
Baker's friend bought 137 cakes from him. If he had made 169 cakes initially How many cakes would baker still have? Equation: <equation> 169 - 137</equation> ,<scratch>Subtracting 137 from 169 at digit level;  16 >= 13;  Borrow: 1; 16 - 13 = 3. move one place left; 9 remains 9; Subtracting 7 from 9 at digit level;  9 >= 7;  Borrow: 1; 9 - 7 = 2. move one place left; 3 remains 3; final result: 32.</scratch>,32
Jerry had 5 action figures and 9 books on a shelf in his room. Later he added 7 more action figures to the shelf. How many more action figures than books were on his shelf? Equation: <equation> 12 - 9</equation> ,<scratch>Adding 7 to 5 at digit level;  5 >= 7;  Borrow: 0; 5 + 7 = 12. move one place left; 0 remains 0; Subtracting 9 from 12 at digit level;  12 >= 9;  Borrow: 0; 12 - 9 = 3. move one place left; 0 remains 0; final result: 3.</scratch>,3
Kelly has 80 nintendo games. She found 31 more nintendo games. How many does she need to give away so that she will have 6 games left? Equation: <equation> 111 - 6</equation> ,<scratch>Adding 80 and 31 at digit level;  80 >= 31;  Borrow: 0; 80 + 31 = 111. move one place left; 0 remains 0; Subtracting 6 from 111 at digit level;  111 >= 6;  Borrow: 0; 111 - 6 = 105. move one place left; 1 remains 1; final result: 105.</scratch>,105
There are 4 different books and 17 different movies in the ' crazy silly school ' series. If you read 19 of the books and watched 7 of the movies How many more movies do you still have to watch? Equation: <equation> 17 - 7</equation> ,<scratch>Subtracting 7 from 17 at digit level;  17 >= 7;  Borrow: 0; 17 - 7 = 10. move one place left; 7 remains 7; final result: 10.</scratch>,10
He then went to see the oranges being harvested. He found out that they harvest 5 sacks of ripe oranges and 74 sacks of unripe oranges per day. How many more sacks of unripe oranges than ripe oranges are harvested per day? Equation: <equation> 74 - 5</equation> ,<scratch>Subtracting 5 from 74 at digit level;  74 >= 5;  Borrow: 0; 74 - 5 = 69. move one place left; 4 remains 4; final result: 69.</scratch>,69
17 red peaches and 16 green peaches are in the basket. How many more red peaches than green peaches are in the basket? Equation: <equation> 17 - 16</equation> ,<scratch>Subtracting 16 from 17 at digit level;  17 >= 16;  Borrow: 0; 17 - 16 = 1. move one place left; 7 remains 7; final result: 1.</scratch>,1
During summer break 202958 kids from Lawrence county go to camp and the other 777622 kids stay home. How many more kids stayed home compared to those who went to the camp? Equation: <equation> 777622 - 202958</equation> ,<scratch>Subtracting 202958 from 777622 at digit level;  7 >= 2;  Borrow: 0; 7 - 2 = 5. move one place left; 77 remains 77; Subtracting 9 from 7 at digit level;  7 >= 9;  Borrow: 1; 7 - 9 = -2. move one place left; 77 remains 77; Subtracting 8 from 7 at digit level;  7 >= 8;  Borrow: 1; 7 - 8 = -1. move one place left; 77 remains 77; Subtracting 5 from 7 at digit level;  7 >= 5;  Borrow: 1; 7 - 5 = 2. move one place left; 77 remains 77; final result: 574664.</scratch>,574664
6 birds and 3 storks were sitting on the fence. 2 more storks came to join them. How many more birds than storks are sitting on the fence? Equation: <equation> 6 - 5</equation> ,<scratch>Adding 2 to 3 at digit level;  3 >= 2;  Borrow: 0; 3 + 2 = 5. move one place left; 0 remains 0; Subtracting 5 from 6 at digit level;  6 >= 5;  Borrow: 0; 6 - 5 = 1. move one place left; 0 remains 0; final result: 1.</scratch>,1
There are 22 different books and 10 different movies in the ' crazy silly school ' series. If you read 12 of the books and watched 56 of the movies How many more books do you still have to read? Equation: <equation> 22 - 12</equation> ,<scratch>Subtracting 12 from 22 at digit level;  22 >= 12;  Borrow: 0; 22 - 12 = 10. move one place left; 2 remains 2; final result: 10.</scratch>,10
Because of the decision Sofia asked 288 students to suggest specific types of food. 264 students suggested adding bacon while others suggested adding mashed potatoes to the menu. How many students suggested mashed potatoes? Equation: <equation> 288 - 264</equation> ,<scratch>Subtracting 264 from 288 at digit level;  28 >= 26;  Borrow: 0; 28 - 26 = 2. move one place left; 8 remains 8; Subtracting 4 from 8 at digit level;  8 >= 4;  Borrow: 0; 8 - 4 = 4. move one place left; 2 remains 2; final result: 24.</scratch>,24
Winter is almost here and most animals are migrating to warmer countries. There are 85 bird families living near the mountain. If 23 bird families flew away to africa and 37 bird families flew away to asia How many bird families were left near the mountain? Equation: <equation> 85 - 60</equation> ,<scratch>Adding 23 to 37 at digit level;  23 >= 37;  Borrow: 0; 23 + 37 = 60. move one place left; 85 remains 85; Subtracting 60 from 85 at digit level;  85 >= 60;  Borrow: 0; 85 - 60 = 25. move one place left; 8 remains 8; final result: 25.</scratch>,25
Dan has $ 4. He bought a chocolate for $ 7 and a candy bar for $ 2. How much money did he spend to buy chocolate than he did to buy candy bar? Equation: <equation> 7 - 2</equation> ,<scratch>Subtracting 2 from 7 at digit level;  7 >= 2;  Borrow: 0; 7 - 2 = 5. move one place left; 0 remains 0; final result: 5.</scratch>,5
At the arcade Dave had won 18 tickets. If he used 5 to buy some toys and 11 more to buy some clothes How many tickets did Dave have left? Equation: <equation> 18 - 16</equation> ,<scratch>Subtracting 11 from 5 at digit level;  5 >= 11;  Borrow: 1; 5 - 11 = -6. move one place left; 1 remains 1; Subtracting 6 from 1 at digit level;  1 >= 6;  Borrow: 1; 1 - 6 = -5. move one place left; 1 remains 1; final result: 1.</scratch>,-5
There were 21 roses in the vase. Jessica threw away 34 roses from the vase and cut some more new roses from her flower garden to put in the vase. There are now 15 roses in the vase. How many more roses did she throw away than those she cut from her garden? Equation: <equation> 21 - 15</equation> ,<scratch>Subtracting 15 from 21 at digit level;  21 >= 15;  Borrow: 0; 21 - 15 = 6. move one place left; 2 remains 2; final result: 6.</scratch>,6
Allan brought 2 balloons and Jake brought 6 balloons to the park. Allan then bought 3 more balloons at the park. How many more balloons did Jake have than Allan in the park? Equation: <equation> 6 - 5</equation> ,<scratch>Subtracting 5 from 6 at digit level;  6 >= 5;  Borrow: 0; 6 - 5 = 1. move one place left; 0 remains 0; final result: 1.</scratch>,1
After a typhoon, 2 trees in Haley's backyard died. If she had grown 11 trees initially How many more trees survived the typhoon than those that died? Equation: <equation> 11.0 - 0.0</equation>,<scratch>Subtracting 2 from 11 at digit level;  11 >= 2;  Borrow: 0; 11 - 2 = 9. move one place left; 1 remains 1; Subtracting 0 from 1 at digit level;  1 >= 0;  Borrow: 0; 1 - 0 = 1. move one place left; 9 remains 9; final result: 9.</scratch>,9
David did 30 more push-ups than Zachary in gym class today. If David did 37 push-ups How many push-ups did Zachary do? Equation: <equation> 37 - 30</equation> ,<scratch>Subtracting 30 from 37 at digit level;  37 >= 30;  Borrow: 0; 37 - 30 = 7. move one place left; 7 remains 7; final result: 7.</scratch>,7
Marco and his dad went strawberry picking. Marco's strawberries weighed 30 pounds. If together their strawberries weighed 47 pounds. How much more did his strawberries weigh than his dad's? Equation: <equation> 30.0 - 17.0</equation>,<scratch>Subtracting 17 from 30 at digit level;  30 >= 17;  Borrow: 0; 30 - 17 = 13. move one place left; 0 remains 0; final result: 13.</scratch>,13
Debby bought 264 water bottles when they were on sale. If she drank 15 bottles a day for 11 days. How many bottles does she have left? Equation: <equation> 264 - 165</equation> ,<scratch>Multiplying 15 by 11 at digit level;  11 >= 15;  Borrow: 0; 11 * 15 = 165. move one place left; 2 remains 2; Subtracting 165 from 264 at digit level;  264 >= 165;  Borrow: 0; 264 - 165 = 99. move one place left; 2 remains 2; final result: 99.</scratch>,99
33 campers went rowing in the morning 34 campers went rowing in the afternoon and 10 campers went rowing in the evening. How many more campers went rowing in the afternoon than in the evening? Equation: <equation> 34 - 10</equation> ,<scratch>Subtracting 10 from 34 at digit level;  34 >= 10;  Borrow: 0; 34 - 10 = 24. move one place left; 4 remains 4; final result: 24.</scratch>,24
Baker made 7 cakes and 148 pastries. If he sold 15 cakes and 103 pastries How many pastries would baker still have? Equation: <equation> 148 - 103</equation> ,<scratch>Subtracting 103 from 148 at digit level;  14 >= 10;  Borrow: 0; 14 - 10 = 4. move one place left; 8 remains 8; Subtracting 3 from 8 at digit level;  8 >= 3;  Borrow: 0; 8 - 3 = 5. move one place left; 4 remains 4; final result: 45.</scratch>,45
Robin cut off 13 inches of his hair. If his hair was 14 inches long initially How long is his hair now? Equation: <equation> 14 - 13</equation> ,<scratch>Subtracting 13 from 14 at digit level;  14 >= 13;  Borrow: 0; 14 - 13 = 1. move one place left; 4 remains 4; Subtracting 0 from 4 at digit level;  4 >= 0;  Borrow: 0; 4 - 0 = 4. move one place left; 1 remains 1; final result: 1.</scratch>,1
Last week Fred had 60 dollars and Jason had 19 dollars. Jason washed cars over the weekend and now has 33 dollars. How much money did Jason make washing cars? Equation: <equation> 33 - 19</equation> ,<scratch>Subtracting 19 from 33 at digit level;  33 >= 19;  Borrow: 0; 33 - 19 = 14. move one place left; 3 remains 3; Subtracting 0 from 3 at digit level;  3 >= 0;  Borrow: 0; 3 - 0 = 3. move one place left; 1 remains 1; final result: 14.</scratch>,14
Paul sold some books in a garage sale leaving him with 27 books. If he had 136 books initially How many books did he sell? Equation: <equation> 136 - 27</equation> ,<scratch>Subtracting 27 from 136 at digit level;  13 >= 2;  Borrow: 1; 13 - 2 = 11. move one place left; 6 remains 6; Subtracting 1 from 6 at digit level;  6 >= 1;  Borrow: 0; 6 - 1 = 5. move one place left; 1 remains 1; final result: 109.</scratch>,109
Next on his checklist is wax to stick the feathers together. If the feathers require 166 g of wax and right now he has 20 g How many more grams of wax does he need? Equation: <equation> 166 - 20</equation> ,<scratch>Subtracting 20 from 166 at digit level;  16 >= 2;  Borrow: 1; 16 - 2 = 14. move one place left; 6 remains 6; Subtracting 0 from 6 at digit level;  6 >= 0;  Borrow: 0; 6 - 0 = 6. move one place left; 1 remains 1; final result: 146.</scratch>,146
The grasshopper and the frog had a jumping contest. The grasshopper jumped 9 inches and the frog jumped 12 inches. How much farther did the frog jump than the grasshopper? Equation: <equation> 12 - 9</equation> ,<scratch>Subtracting 9 from 12 at digit level;  12 >= 9;  Borrow: 0; 12 - 9 = 3. move one place left; 2 remains 2; final result: 3.</scratch>,3
Steven has 18 peaches. Jake has 12 fewer peaches than Steven who has 8 more peaches than Jill. How many peaches does Jill have? Equation: <equation> 18 - 8</equation> ,<scratch>Subtracting 8 from 18 at digit level;  18 >= 8;  Borrow: 0; 18 - 8 = 10. move one place left; 8 remains 8; final result: 10.</scratch>,10
Ed had 30 more marbles than Doug. Ed lost 21 of his marbles at the playground. If Ed had 91 marbles How many more marbles did Ed have than Doug then? Equation: <equation> 30 - 21</equation> ,<scratch>Subtracting 21 from 30 at digit level;  30 >= 21;  Borrow: 0; 30 - 21 = 9. move one place left; 0 remains 0; final result: 9.</scratch>,9
A farmer had 105 green tomatoes and 71 red tomatoes in his garden. If he picked 137 tomatoes How many tomatoes are left? Equation: <equation> 176 - 137</equation> ,<scratch>Adding 105 and 71 at digit level;  105 >= 71;  Borrow: 0; 105 + 71 = 176. move one place left; 0 remains 0; Subtracting 137 from 176 at digit level;  176 >= 137;  Borrow: 0; 176 - 137 = 39. move one place left; 0 remains 0; final result: 39.</scratch>,39
Lewis earns $ 21 every week during the 216 weeks of harvest. If he has to pay $ 702 tax How much money will have at the end of the harvest season? Equation: <equation> 4536 - 702</equation> ,<scratch>Multiplying 21 by 216 at digit level;  21 * 216 = 4536. move one place left; 21 remains 21; Subtracting 702 from 4536 at digit level;  4536 >= 702;  Borrow: 0; 4536 - 702 = 3834. move one place left; 4 remains 4; final result: 3834.</scratch>,3834
Nell collects baseball cards. She had 566 cards while Jeff had 234 cards. She gave some of her cards to Jeff and now has 535 cards left. How many cards does Jeff have now? Equation: <equation> 800 - 535</equation> ,<scratch>Adding 566 and 234 at digit level;  566 >= 234;  Borrow: 0; 566 + 234 = 790. move one place left; 6 remains 6; Subtracting 535 from 790 at digit level;  790 >= 535;  Borrow: 0; 790 - 535 = 255. move one place left; 9 remains 9; final result: 255.</scratch>,255
Matthew had 31 crackers. He has 23 crackers left after he gave equal numbers of crackers to his 5 friends. How many crackers did Matthew give to his friends? Equation: <equation> 31 - 23</equation> ,<scratch>Subtracting 23 from 31 at digit level;  31 >= 23;  Borrow: 0; 31 - 23 = 8. move one place left; 1 remains 1; Subtracting 0 from 1 at digit level;  1 >= 0;  Borrow: 0; 1 - 0 = 1. move one place left; 3 remains 3; final result: 8.</scratch>,8
Marco and his dad went strawberry picking. Marco's strawberries weighed 10 pounds. If together their strawberries weighed 26 pounds. How much more did his dad's strawberries weigh than his? Equation: <equation> 26.0 - 0.0</equation>,<scratch>Subtracting 0 from 26 at digit level;  26 >= 0;  Borrow: 0; 26 - 0 = 26. move one place left; 0 remains 0; final result: 26.</scratch>,26
Rachel picked 4 apples from her tree. If the tree had 7 apples initially. How many apples are still there on the tree? Equation: <equation> 7 - 4</equation> ,<scratch>Subtracting 4 from 7 at digit level;  7 >= 4;  Borrow: 0; 7 - 4 = 3. move one place left; 0 remains 0; final result: 3.</scratch>,3
After making some pies, chef had 2 apples left. Initially he had 43 apples How many apples did he use? Equation: <equation> 43 - 2</equation> ,<scratch>Subtracting 2 from 4 at digit level;  4 >= 2;  Borrow: 0; 4 - 2 = 2. move one place left; 3 remains 3; Subtracting 0 from 3 at digit level;  3 >= 0;  Borrow: 0; 3 - 0 = 3. move one place left; 4 remains 4; final result: 41.</scratch>,41
There were 53 dollars in Olivia's wallet. She collected 91 more dollars from an atm. After she visited a supermarket there were 14 dollars left. How much more money did she spend at the supermarket than she collected at the atm? Equation: <equation> 53 - 14</equation> ,<scratch>Subtracting 14 from 53 at digit level;  5 >= 14;  Borrow: 1; 5 - 14 = 4. move one place left; 3 remains 3; Subtracting 0 from 3 at digit level;  3 >= 0;  Borrow: 0; 3 - 0 = 3. move one place left; 5 remains 5; final result: 39.</scratch>,39
Julia played tag with 5 kids on monday. She played tag with some more kids on tuesday. If she played with a total of 15 kids How many kids did she play with on tuesday? Equation: <equation> 15 - 5</equation> ,<scratch>Subtracting 5 from 15 at digit level;  15 >= 5;  Borrow: 0; 15 - 5 = 10. move one place left; 5 remains 5; final result: 10.</scratch>,10
Danny collects bottle caps. He threw away 6 of the old ones at the park while he found 50 bottle caps new ones. Now he has 60 bottle caps in his collection. How many more bottle caps did danny find at the park than those he threw away? Equation: <equation> 50 - 6</equation> ,<scratch>Subtracting 6 from 50 at digit level;  50 >= 6;  Borrow: 0; 50 - 6 = 44. move one place left; 0 remains 0; final result: 44.</scratch>,44
Paco had 36 cookies. He gave 14 cookies to his friend and ate 10 cookies. How many cookies did Paco have left? Equation: <equation> 36.0 - -4.0</equation>,<scratch>Subtracting 14 from 36 at digit level;  36 >= 14;  Borrow: 0; 36 - 14 = 22. move one place left; 6 remains 6; Subtracting 10 from 22 at digit level;  22 >= 10;  Borrow: 0; 22 - 10 = 12. move one place left; 2 remains 2; final result: 12.</scratch>,12
They decided to hold the party in their backyard. If they have 5 sets of tables and each set has 10 chairs How many more chairs than tables do they have? Equation: <equation> 50 - 5</equation> ,<scratch>Multiplying 5 by 10 at digit level;  5 * 10 = 50. move one place left; 0 remains 0; final result: 50.</scratch>,500
A farmer had 177 tomatoes and 12 potatoes in his garden. If he picked 53 tomatoes How many tomatoes and potatoes does he have left? Equation: <equation> 189 - 53</equation> ,<scratch>Adding 177 and 12 at digit level;  177 >= 12;  Borrow: 0; 177 + 12 = 189. move one place left; 18 remains 18; Subtracting 53 from 189 at digit level;  189 >= 53;  Borrow: 1; 189 - 53 = 136. move one place left; 18 remains 18; final result: 136.</scratch>,136
7 red peaches, 71 yellow peaches and 8 green peaches are in the basket. How many more green peaches than red peaches are in the basket? Equation: <equation> 8 - 7</equation> ,<scratch>Subtracting 7 from 8 at digit level;  8 >= 7;  Borrow: 0; 8 - 7 = 1. move one place left; 0 remains 0; final result: 1.</scratch>,1
52 campers went rowing in the morning. 61 campers went rowing in the afternoon. How many more campers went rowing in the afternoon than in the morning? Equation: <equation> 61 - 52</equation> ,<scratch>Subtracting 52 from 61 at digit level;  61 >= 52;  Borrow: 0; 61 - 52 = 9. move one place left; 1 remains 1; final result: 9.</scratch>,9
There were 13 roses and 84 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 91 orchids and 14 roses in the vase. How many roses did she cut? Equation: <equation> 14 - 13</equation> ,<scratch>Subtracting 13 from 14 at digit level;  14 >= 13;  Borrow: 0; 14 - 13 = 1. move one place left; 4 remains 4; final result: 1.</scratch>,1
There are 17 different movies and 11 different books in the ' crazy silly school ' series. If you read 13 of the books and watched 63 of the movies How many more movies than books are there in the ' crazy silly school ' series? Equation: <equation> 17 - 11</equation> ,<scratch>Subtracting 11 from 17 at digit level;  17 >= 11;  Borrow: 0; 17 - 11 = 6. move one place left; 1 remains 1; final result: 6.</scratch>,6
Randy uses 36 blocks to build a tower. If he had 59 blocks How many blocks are left? Equation: <equation> 59 - 36</equation> ,<scratch>Subtracting 36 from 59 at digit level;  5 >= 3;  Borrow: 0; 5 - 3 = 2. move one place left; 9 remains 9; Subtracting 0 from 9 at digit level;  9 >= 0;  Borrow: 0; 9 - 0 = 9. move one place left; 5 remains 5; final result: 23.</scratch>,23
Marco and his dad went strawberry picking. Together their strawberries weighed 20 pounds. His dad's strawberries weighed 17 pounds. How much did marco's strawberries weigh? Equation: <equation> 20 - 17</equation> ,<scratch>Subtracting 17 from 20 at digit level;  20 >= 17;  Borrow: 0; 20 - 17 = 3. move one place left; 0 remains 0; final result: 3.</scratch>,3
Stray cats loved eating goldfish in the pond leaving 6 goldfish. Paige had raised 8 goldfish in the pond initially. How many goldfish disappeared? Equation: <equation> 8 - 6</equation> ,<scratch>Subtracting 6 from 8 at digit level;  8 >= 6;  Borrow: 0; 8 - 6 = 2. move one place left; 0 remains 0; final result: 2.</scratch>,2
Danny collects bottle caps and wrappers. He found 58 bottle caps and 25 wrappers at the park. Now he has 11 wrappers and 12 bottle caps in his collection. How many more bottle caps than wrappers does danny have now? Equation: <equation> 12 - 11</equation> ,<scratch>Subtracting 11 from 12 at digit level;  12 >= 11;  Borrow: 0; 12 - 11 = 1. move one place left; 1 remains 1; final result: 1.</scratch>,1
Mary is baking a cake. The recipe calls for 9 cups of flour and 6 cups of sugar. She already put in 4 cups of sugar. How many more cups of flour than cups of sugar does she need to add now? Equation: <equation> 9.0 - 2.0</equation>,<scratch>Subtracting 4 from 9 at digit level;  9 >= 4;  Borrow: 0; 9 - 4 = 5. move one place left; 0 remains 0; Subtracting 0 from 2 at digit level;  2 >= 0;  Borrow: 0; 2 - 0 = 2. move one place left; 0 remains 0; final result: 7.</scratch>,7
Paco had 9 sweet cookies and 6 salty cookies. He ate 36 sweet cookies and 3 salty cookies. How many salty cookies did Paco have left? Equation: <equation> 6 - 3</equation> ,<scratch>Subtracting 3 from 6 at digit level;  6 >= 3;  Borrow: 0; 6 - 3 = 3. move one place left; 0 remains 0; final result: 3.</scratch>,3
Baker made 157 cakes and 169 pastries. If he sold 158 cakes and 147 pastries How many more cakes than pastries did baker sell? Equation: <equation> 158 - 147</equation> ,<scratch>Subtracting 147 from 158 at digit level;  15 >= 14;  Borrow: 0; 15 - 14 = 1. move one place left; 8 remains 8; Subtracting 7 from 8 at digit level;  8 >= 7;  Borrow: 0; 8 - 7 = 1. move one place left; 5 remains 5; final result: 11.</scratch>,11
In a school there are 868 girls and the rest are boys. If there are 281 more girls than boys How many pupils are there in that school? Equation: <equation> 1736 - 281</equation> ,<scratch>Subtracting 281 from 868 at digit level;  8 >= 2;  Borrow: 0; 8 - 2 = 6. move one place left; 68 remains 68; Subtracting 0 from 68 at digit level;  6 >= 0;  Borrow: 0; 6 - 0 = 6. move one place left; 88 remains 88; final result: 587.</scratch>,587
David did 51 push-ups in gym class today. David did 49 more push-ups than Zachary. How many push-ups did Zachary and David do altogether? Equation: <equation> 102 - 49</equation> ,<scratch>Adding 51 to 49 at digit level;  51 >= 49;  Borrow: 0; 51 + 49 = 100. move one place left; 1 remains 1; Subtracting 1 from 0 at digit level;  0 >= 1;  Borrow: 10; 0 - 1 = -1. move one place left; 1 remains 1; final result: 99.</scratch>,99
Winter is almost here and most animals are migrating to warmer countries. There were 87 bird families living near the mountain. If 7 bird families flew away for winter How many more bird families stayed behind than those that flew away for the winter? Equation: <equation> 87.0 - 0.0</equation>,<scratch>Subtracting 7 from 87 at digit level;  87 >= 7;  Borrow: 0; 87 - 7 = 80. move one place left; 7 remains 7; Subtracting 0 from 7 at digit level;  7 >= 0;  Borrow: 0; 7 - 0 = 7. move one place left; 8 remains 8; final result: 80.</scratch>,80
A school has 485 pupils. There are 232 girls and the rest are boys. How many boys are there in that school? Equation: <equation> 485 - 232</equation> ,<scratch>Subtracting 232 from 485 at digit level;  485 >= 232;  Borrow: 0; 485 - 232 = 253. move one place left; 5 remains 5; final result: 253.</scratch>,253
Baker made 134 pastries and 11 cakes. If he sold 140 cakes and 92 pastries How many more pastries than cakes did baker make? Equation: <equation> 134 - 11</equation> ,<scratch>Subtracting 11 from 134 at digit level;  13 >= 11;  Borrow: 0; 13 - 11 = 2. move one place left; 4 remains 4; Subtracting 0 from 4 at digit level;  4 >= 0;  Borrow: 0; 4 - 0 = 4. move one place left; 1 remains 1; final result: 123.</scratch>,123
Nell collects baseball cards. She had 528 cards while Jeff had 11 cards. She gave some of her cards to jeff and now has 252 cards left. How many cards did Nell give to Jeff? Equation: <equation> 528 - 252</equation> ,<scratch>Subtracting 252 from 528 at digit level;  5 >= 2;  Borrow: 1; 5 - 2 = 3. move one place left; 2 remains 2; Subtracting 2 from 3 at digit level;  3 >= 2;  Borrow: 1; 3 - 2 = 1. move one place left; 2 remains 2; Subtracting 1 from 2 at digit level;  2 >= 1;  Borrow: 0; 2 - 1 = 1. move one place left; 2 remains 2; final result: 276.</scratch>,276
Dave had 24 apps and 9 files on his phone. After deleting some apps and files he had 5 files and 12 apps left. How many more apps than files does he have left on the phone? Equation: <equation> 12 - 5</equation> ,<scratch>Subtracting 5 from 12 at digit level;  12 >= 5;  Borrow: 0; 12 - 5 = 7. move one place left; 5 remains 5; final result: 7.</scratch>,7
44 campers went rowing in the morning 39 campers went rowing in the afternoon and 31 campers went rowing in the evening. How many more campers went rowing in the morning than in the afternoon? Equation: <equation> 44 - 39</equation> ,<scratch>Subtracting 39 from 44 at digit level;  4 >= 3;  Borrow: 0; 4 - 3 = 1. move one place left; 4 remains 4; Subtracting 0 from 4 at digit level;  4 >= 0;  Borrow: 0; 4 - 0 = 4. move one place left; 4 remains 4; final result: 5.</scratch>,5
Jesse has 18 square feet of carpet. If her room is 4 feet long and 20 feet wide How much more carpet does she need to cover the whole floor? Equation: <equation> 80 - 18</equation> ,<scratch>Multiplying 4 by 20 at digit level;  4 >= 20;  Borrow: 0; 4 * 20 = 80. move one place left; 20 remains 20; Subtracting 18 from 80 at digit level;  80 >= 18;  Borrow: 0; 80 - 18 = 62. move one place left; 20 remains 20; final result: 62.</scratch>,62
Nell collects cards. She had 438 baseball cards and 18 Ace cards. She gave some of her cards to Jeff and now has 55 Ace cards and 178 baseball cards left. How many more baseball cards than Ace cards does Nell have? Equation: <equation> 178 - 55</equation> ,<scratch>Subtracting 55 from 178 at digit level;  17 >= 5;  Borrow: 1; 17 - 5 = 12. move one place left; 8 remains 8; Subtracting 5 from 8 at digit level;  8 >= 5;  Borrow: 0; 8 - 5 = 3. move one place left; 1 remains 1; final result: 123.</scratch>,123
Matthew had 24 crackers. If Matthew gave equal numbers of crackers to his 3 friends and still had 17 crackers left How many crackers did Matthew give to his friends? Equation: <equation> 24 - 17</equation> ,<scratch>Subtracting 17 from 24 at digit level;  24 >= 17;  Borrow: 0; 24 - 17 = 7. move one place left; 4 remains 4; Subtracting 0 from 4 at digit level;  4 >= 0;  Borrow: 0; 4 - 0 = 4. move one place left; 2 remains 2; final result: 7.</scratch>,7
They decided to hold the party in their backyard. They have 10 sets of tables and each set has 6 chairs. If there are 11 people sitting on chairs How many chairs are left unoccupied? Equation: <equation> 60 - 11</equation> ,<scratch>Multiplying 10 by 6 at digit level;  10 >= 6;  Borrow: 0; 10 * 6 = 60. move one place left; 0 remains 0; Subtracting 11 from 60 at digit level;  60 >= 11;  Borrow: 0; 60 - 11 = 49. move one place left; 0 remains 0; final result: 49.</scratch>,49
He then went to see the oranges being harvested. He found out that they harvest 44 sacks of ripe oranges and 25 sacks of unripe oranges per day. How many more sacks of ripe oranges than unripe oranges are harvested per day? Equation: <equation> 44 - 25</equation> ,<scratch>Subtracting 25 from 44 at digit level;  44 >= 25;  Borrow: 0; 44 - 25 = 19. move one place left; 4 remains 4; final result: 19.</scratch>,19
