question,answer
Paul sold some books in a garage sale leaving him with 27 books. If he had 136 books initially How many books did he sell? The equation to solve this problem is: <equation> ( 136.0 - 27.0 )</equation>,109
Next on his checklist is wax to stick the feathers together. If the feathers require 166 g of wax and right now he has 20 g How many more grams of wax does he need? The equation to solve this problem is: <equation> ( 166.0 - 20.0 )</equation>,146
The grasshopper and the frog had a jumping contest. The grasshopper jumped 9 inches and the frog jumped 12 inches. How much farther did the frog jump than the grasshopper? The equation to solve this problem is: <equation> ( 12.0 - 9.0 )</equation>,3
Steven has 18 peaches. Jake has 12 fewer peaches than Steven who has 8 more peaches than Jill. How many peaches does Jill have? The equation to solve this problem is: <equation> ( 18.0 - 8.0 )</equation>,10
Ed had 30 more marbles than Doug. Ed lost 21 of his marbles at the playground. If Ed had 91 marbles How many more marbles did Ed have than Doug then? The equation to solve this problem is: <equation> ( 30.0 - 21.0 )</equation>,9
A farmer had 105 green tomatoes and 71 red tomatoes in his garden. If he picked 137 tomatoes How many tomatoes are left? The equation to solve this problem is: <equation> ( ( 105.0 + 71.0 ) - 137.0 )</equation>,33
Lewis earns $ 21 every week during the 216 weeks of harvest. If he has to pay $ 702 tax How much money will have at the end of the harvest season? The equation to solve this problem is: <equation> ( ( 21.0 * 216.0 ) - 702.0 )</equation>,3600
Nell collects baseball cards. She had 566 cards while Jeff had 234 cards. She gave some of her cards to Jeff and now has 535 cards left. How many cards does Jeff have now? The equation to solve this problem is: <equation> ( ( 234.0 + 566.0 ) - 535.0 )</equation>,709
Matthew had 31 crackers. He has 23 crackers left after he gave equal numbers of crackers to his 5 friends. How many crackers did Matthew give to his friends? The equation to solve this problem is: <equation> ( 31.0 - 23.0 )</equation>,8
Marco and his dad went strawberry picking. Marco's strawberries weighed 10 pounds. If together their strawberries weighed 26 pounds. How much more did his dad's strawberries weigh than his? The equation to solve this problem is: <equation> ( ( 26.0 - 10.0 ) - 10.0 )</equation>,16
Rachel picked 4 apples from her tree. If the tree had 7 apples initially. How many apples are still there on the tree? The equation to solve this problem is: <equation> ( 7.0 - 4.0 )</equation>,3
After making some pies, chef had 2 apples left. Initially he had 43 apples How many apples did he use? The equation to solve this problem is: <equation> ( 43.0 - 2.0 )</equation>,41
There were 53 dollars in Olivia's wallet. She collected 91 more dollars from an atm. After she visited a supermarket there were 14 dollars left. How much more money did she spend at the supermarket than she collected at the atm? The equation to solve this problem is: <equation> ( 53.0 - 14.0 )</equation>,77
Julia played tag with 5 kids on monday. She played tag with some more kids on tuesday. If she played with a total of 15 kids How many kids did she play with on tuesday? The equation to solve this problem is: <equation> ( 15.0 - 5.0 )</equation>,10
Danny collects bottle caps. He threw away 6 of the old ones at the park while he found 50 bottle caps new ones. Now he has 60 bottle caps in his collection. How many more bottle caps did danny find at the park than those he threw away? The equation to solve this problem is: <equation> ( 50.0 - 6.0 )</equation>,44
Paco had 36 cookies. He gave 14 cookies to his friend and ate 10 cookies. How many cookies did Paco have left? The equation to solve this problem is: <equation> ( ( 36.0 - 10.0 ) - 14.0 )</equation>,12
They decided to hold the party in their backyard. If they have 5 sets of tables and each set has 10 chairs How many more chairs than tables do they have? The equation to solve this problem is: <equation> ( ( 5.0 * 10.0 ) - 5.0 )</equation>,45
A farmer had 177 tomatoes and 12 potatoes in his garden. If he picked 53 tomatoes How many tomatoes and potatoes does he have left? The equation to solve this problem is: <equation> ( ( 177.0 + 12.0 ) - 53.0 )</equation>,202
7 red peaches, 71 yellow peaches and 8 green peaches are in the basket. How many more green peaches than red peaches are in the basket? The equation to solve this problem is: <equation> ( 8.0 - 7.0 )</equation>,1
52 campers went rowing in the morning. 61 campers went rowing in the afternoon. How many more campers went rowing in the afternoon than in the morning? The equation to solve this problem is: <equation> ( 61.0 - 52.0 )</equation>,9
There were 13 roses and 84 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 91 orchids and 14 roses in the vase. How many roses did she cut? The equation to solve this problem is: <equation> ( 14.0 - 13.0 )</equation>,1
There are 17 different movies and 11 different books in the ' crazy silly school ' series. If you read 13 of the books and watched 63 of the movies How many more movies than books are there in the ' crazy silly school ' series? The equation to solve this problem is: <equation> ( 17.0 - 11.0 )</equation>,6
Randy uses 36 blocks to build a tower. If he had 59 blocks How many blocks are left? The equation to solve this problem is: <equation> ( 59.0 - 36.0 )</equation>,23
Marco and his dad went strawberry picking. Together their strawberries weighed 20 pounds. His dad's strawberries weighed 17 pounds. How much did marco's strawberries weigh? The equation to solve this problem is: <equation> ( 20.0 - 17.0 )</equation>,3
Stray cats loved eating goldfish in the pond leaving 6 goldfish. Paige had raised 8 goldfish in the pond initially. How many goldfish disappeared? The equation to solve this problem is: <equation> ( 8.0 - 6.0 )</equation>,2
Danny collects bottle caps and wrappers. He found 58 bottle caps and 25 wrappers at the park. Now he has 11 wrappers and 12 bottle caps in his collection. How many more bottle caps than wrappers does danny have now? The equation to solve this problem is: <equation> ( 12.0 - 11.0 )</equation>,1
Mary is baking a cake. The recipe calls for 9 cups of flour and 6 cups of sugar. She already put in 4 cups of sugar. How many more cups of flour than cups of sugar does she need to add now? The equation to solve this problem is: <equation> ( 9.0 - ( 6.0 - 4.0 ) )</equation>,5
Paco had 9 sweet cookies and 6 salty cookies. He ate 36 sweet cookies and 3 salty cookies. How many salty cookies did Paco have left? The equation to solve this problem is: <equation> ( 6.0 - 3.0 )</equation>,3
Baker made 157 cakes and 169 pastries. If he sold 158 cakes and 147 pastries How many more cakes than pastries did baker sell? The equation to solve this problem is: <equation> ( 158.0 - 147.0 )</equation>,11
In a school there are 868 girls and the rest are boys. If there are 281 more girls than boys How many pupils are there in that school? The equation to solve this problem is: <equation> ( ( 868.0 + 868.0 ) - 281.0 )</equation>,1915
David did 51 push-ups in gym class today. David did 49 more push-ups than Zachary. How many push-ups did Zachary and David do altogether? The equation to solve this problem is: <equation> ( ( 51.0 + 51.0 ) - 49.0 )</equation>,101
Winter is almost here and most animals are migrating to warmer countries. There were 87 bird families living near the mountain. If 7 bird families flew away for winter How many more bird families stayed behind than those that flew away for the winter? The equation to solve this problem is: <equation> ( ( 87.0 - 7.0 ) - 7.0 )</equation>,73
A school has 485 pupils. There are 232 girls and the rest are boys. How many boys are there in that school? The equation to solve this problem is: <equation> ( 485.0 - 232.0 )</equation>,253
Baker made 134 pastries and 11 cakes. If he sold 140 cakes and 92 pastries How many more pastries than cakes did baker make? The equation to solve this problem is: <equation> ( 134.0 - 11.0 )</equation>,43
Nell collects baseball cards. She had 528 cards while Jeff had 11 cards. She gave some of her cards to jeff and now has 252 cards left. How many cards did Nell give to Jeff? The equation to solve this problem is: <equation> ( 528.0 - 252.0 )</equation>,276
Dave had 24 apps and 9 files on his phone. After deleting some apps and files he had 5 files and 12 apps left. How many more apps than files does he have left on the phone? The equation to solve this problem is: <equation> ( 12.0 - 5.0 )</equation>,7
44 campers went rowing in the morning 39 campers went rowing in the afternoon and 31 campers went rowing in the evening. How many more campers went rowing in the morning than in the afternoon? The equation to solve this problem is: <equation> ( 44.0 - 39.0 )</equation>,5
Jesse has 18 square feet of carpet. If her room is 4 feet long and 20 feet wide How much more carpet does she need to cover the whole floor? The equation to solve this problem is: <equation> ( ( 4.0 * 20.0 ) - 18.0 )</equation>,12
Nell collects cards. She had 438 baseball cards and 18 Ace cards. She gave some of her cards to Jeff and now has 55 Ace cards and 178 baseball cards left. How many more baseball cards than Ace cards does Nell have? The equation to solve this problem is: <equation> ( 178.0 - 55.0 )</equation>,123
Matthew had 24 crackers. If Matthew gave equal numbers of crackers to his 3 friends and still had 17 crackers left How many crackers did Matthew give to his friends? The equation to solve this problem is: <equation> ( 24.0 - 17.0 )</equation>,7
They decided to hold the party in their backyard. They have 10 sets of tables and each set has 6 chairs. If there are 11 people sitting on chairs How many chairs are left unoccupied? The equation to solve this problem is: <equation> ( ( 10.0 * 6.0 ) - 11.0 )</equation>,4
He then went to see the oranges being harvested. He found out that they harvest 44 sacks of ripe oranges and 25 sacks of unripe oranges per day. How many more sacks of ripe oranges than unripe oranges are harvested per day? The equation to solve this problem is: <equation> ( 44.0 - 25.0 )</equation>,19
Paul had 2 books. After selling some in a garage sale he bought 150 new ones. If he has 58 books now How many books did he sell? The equation to solve this problem is: <equation> ( ( 2.0 + 150.0 ) - 58.0 )</equation>,90
6 storks and 2 birds were sitting on the fence. 3 more birds came to join them. How many more storks than birds are sitting on the fence? The equation to solve this problem is: <equation> ( 6.0 - ( 2.0 + 3.0 ) )</equation>,3
Paul got a box of 531 crayons and 38 erasers for his birthday. At the end of the school year he only had 391 left while not having lost a single erasers. How many more crayons than erasers did he have left? The equation to solve this problem is: <equation> ( 391.0 - 38.0 )</equation>,353
Dave had 10 apps on his phone. He added 11 new apps. After deleting some he had 4 left. How many apps did he delete? The equation to solve this problem is: <equation> ( ( 10.0 + 11.0 ) - 4.0 )</equation>,25
There were 5 roses and 3 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 12 roses and 2 orchids in the vase. How many more roses than orchids are there in the vase now? The equation to solve this problem is: <equation> ( 12.0 - 2.0 )</equation>,10
There are 14 different movies and 15 different books in the ' crazy silly school ' series. If you read 11 of the books and watched 40 of the movies How many more books than movies are there in the ' crazy silly school ' series? The equation to solve this problem is: <equation> ( 15.0 - 14.0 )</equation>,1
Randy has 86 blocks. He uses 79 blocks to build a tower and 82 blocks to build a house. How many more blocks did he use to build the house than he did to build the tower? The equation to solve this problem is: <equation> ( 82.0 - 79.0 )</equation>,3
Last week Fred had 78 dollars and Jason had 31 dollars. Jason delivered newspapers and now has 57 dollars. Fred washed cars over the weekend and now has 90 dollars. How much money did Jason earn by delivering newspapers? The equation to solve this problem is: <equation> ( 57.0 - 31.0 )</equation>,26
Josh had 15 marbles in his collection. He found 9 marbles while he lost 23 marbles. How many more marbles did he lose than those he found? The equation to solve this problem is: <equation> ( 23.0 - 9.0 )</equation>,14
Jack received 4 emails in the morning and some more in the afternoon. If he received a total of 5 emails in the day How many emails did Jack receive in the afternoon? The equation to solve this problem is: <equation> ( 5.0 - 4.0 )</equation>,1
There were some roses in the vase. Jessica cut 16 more roses from her flower garden and put them in the vase. There are now 23 roses in the vase. How many roses were there in the vase at the beginning? The equation to solve this problem is: <equation> ( 23.0 - 16.0 )</equation>,7
After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 132 visitors came to the Buckingham palace that day. If 406 people visited the Buckingham palace within the past 327 days How many visitors visited the Buckingham palace on the previous day? The equation to solve this problem is: <equation> ( 406.0 - 132.0 )</equation>,274
29 campers went rowing and 66 campers went hiking in the morning. 26 campers went rowing in the afternoon. How many more campers went rowing in the morning than in the afternoon? The equation to solve this problem is: <equation> ( 29.0 - 26.0 )</equation>,3
Dave had 17 apps on his phone. After adding some he had 18 left. How many apps did he add? The equation to solve this problem is: <equation> ( 18.0 - 17.0 )</equation>,1
There were 174 parents in the program and 521 pupils too. How many more pupils were present compared to parents in the program? The equation to solve this problem is: <equation> ( 521.0 - 174.0 )</equation>,347
The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 39 inches. The grasshopper jumped 19 inches farther than the frog and the mouse jumped 12 inches lesser than the frog. How far did the mouse jump? The equation to solve this problem is: <equation> ( ( 39.0 - 19.0 ) - 12.0 )</equation>,18
After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 45 visitors came to the Buckingham palace on the previous day. If 829 people visited the Buckingham palace within the past 85 days How many visitors visited the Buckingham palace on that day? The equation to solve this problem is: <equation> ( 829.0 - 45.0 )</equation>,784
Adam has 9 apples. Jackie has 10 apples. How many more apples does Jackie have than Adam? The equation to solve this problem is: <equation> ( 10.0 - 9.0 )</equation>,1
There are 2 baskets of peaches. Each basket has 4 red peaches and some more green peaches. If there are a total of 12 peaches in all baskets How many green peaches are in each basket? The equation to solve this problem is: <equation> ( ( 12.0 / 2.0 ) - 4.0 )</equation>,4
A chef had 40 apples and 54 peaches. After making some pies, he had 39 apples left. How many apples did he use? The equation to solve this problem is: <equation> ( 40.0 - 39.0 )</equation>,1
Mary is baking a cake. The recipe calls for 10 cups of flour 2 cups of sugar and 80 cups of salt. She already put in 7 cups of flour. How many more cups of flour than cups of sugar does she need to add now? The equation to solve this problem is: <equation> ( ( 10.0 - 7.0 ) - 2.0 )</equation>,3
A book has 3 chapters. The first chapter is 53 pages long the second chapter is 75 pages long and the third chapter is 21 pages long. How many more pages does the first chapter have than the third chapter? The equation to solve this problem is: <equation> ( 53.0 - 21.0 )</equation>,32
Dave had 21 apps on his phone. He added 89 new apps. After deleting some he had 24 left. How many more apps did he add than he deleted? The equation to solve this problem is: <equation> ( 24.0 - 21.0 )</equation>,68
Bobby ate 17 pieces of candy. Then he ate 15 more. If he initially had 36 pieces of candy How many pieces of candy does he still have left? The equation to solve this problem is: <equation> ( 36.0 - ( 17.0 + 15.0 ) )</equation>,4
David did 36 more push-ups but 33 less crunches than Zachary in gym class today. If Zachary did 58 push-ups and 33 crunches How many more push-ups than crunches did Zachary do? The equation to solve this problem is: <equation> ( 58.0 - 33.0 )</equation>,25
Rebecca wants to split a collection of eggs into groups of 20. Rebecca has 5 marbles and 12 eggs. How many more eggs does Rebecca have than marbles? The equation to solve this problem is: <equation> ( 12.0 - 5.0 )</equation>,7
Baker made 81 cakes. Then he made 92 more cakes. He sold 46 of them. How many more cakes did baker make than those he sold? The equation to solve this problem is: <equation> ( ( 81.0 + 92.0 ) - 46.0 )</equation>,129
10 red peaches and some more green peaches are in the basket. If there are a total of 15 peaches in the basket How many green peaches are in the basket? The equation to solve this problem is: <equation> ( 15.0 - 10.0 )</equation>,5
62 campers went rowing in the morning. 39 campers went rowing in the afternoon. How many more campers went rowing in the morning than in the afternoon? The equation to solve this problem is: <equation> ( 62.0 - 39.0 )</equation>,23
Rachel had to complete 11 pages of math homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have? The equation to solve this problem is: <equation> ( 11.0 - 3.0 )</equation>,8
Adam has 3 more apples than jackie. Adam has 9 apples. How many apples does Jackie have? The equation to solve this problem is: <equation> ( 9.0 - 3.0 )</equation>,6
Rachel had to complete 4 pages of reading homework, 7 pages of math homework and 19 more pages of biology homework. How many more pages of math homework than reading homework did she have? The equation to solve this problem is: <equation> ( 7.0 - 4.0 )</equation>,3
Friends of Katie had 57 games and she had 63 ds games. How many more games does Katie have than her friends? The equation to solve this problem is: <equation> ( 63.0 - 57.0 )</equation>,6
Next on his checklist is wax to stick the feathers together and colors to paint them. He needs a total of 57 g of colors to paint them. He needs 22 g of wax more. If the feathers require a total of 353 g of wax How many grams of wax does he already have? The equation to solve this problem is: <equation> ( 353.0 - 22.0 )</equation>,331
At the zoo, a cage had 3 snakes and 75 alligators. If 82 snakes and 19 alligators were hiding How many alligators were not hiding? The equation to solve this problem is: <equation> ( 75.0 - 19.0 )</equation>,56
Mary is baking a cake. The recipe calls for 7 cups of sugar and 10 cups of flour. She already put in 4 cups of sugar. How many more cups of sugar does she need to add? The equation to solve this problem is: <equation> ( 7.0 - 4.0 )</equation>,3
The grasshopper and the frog had a jumping contest. The grasshopper jumped 13 inches. The grasshopper jumped 2 inches farther than the grasshopper. How far did the frog jump? The equation to solve this problem is: <equation> ( 13.0 - 2.0 )</equation>,11
