question;model_answer;answer
Solve this problem: Fern is checking IDs to get into an R-rated movie. She denied 20% of the 120 kids from Riverside High, 70% of the 90 kids from West Side High, and half the 50 kids from Mountaintop High. How many kids got into the movie?;100  Let me explain: Fern denied 120 * .2 = 24 kids from Riverside High. She denied 90 * .7 = 63 kids from West Side High. She denied 50 / 2 = 25 kids from Mountaintop High. In total, Fern denied 24 + 63 + 25 = 112 kids. So, 120 + 90 + 50 - 112 = 100 kids got into the movie. ;148
Solve this problem: Larry spends half an hour twice a day walking and playing with his dog. He also spends a fifth of an hour every day feeding his dog. How many minutes does Larry spend on his dog each day?;100  Let me explain: Larry spends 2 * 30 = 60 minutes walking and playing with his dog. He spends 60 / 5 = 12 minutes feeding his dog. So, he spends 60 + 12 = 72 minutes on his dog each day. ;72
Solve this problem: A cleaning company produces two sanitizer sprays. One spray kills 50% of germs, and another spray kills 25% of germs. However, 5% of the germs they kill are the same ones. What percentage of germs would be left after using both sanitizer sprays together?;20  Let me explain: The first spray kills 50% of the germs, so 100% - 50% = 50% of the germs are left. The second spray kills 25% of the germs, so 50% - 25% = 25% of the germs are left. The two sprays kill 5% of the same germs, so 50% + 25% - 5% = 70% of the germs are left. ;30
Solve this problem: Mary has 5 green crayons and 8 blue crayons of different shades. If she gives out 3 green crayons and 1 blue crayon to Becky, how many crayons does she have left?;12;9
Solve this problem: Winwin won $50 in a lottery. She paid 20% for the tax and she paid $5 for the processing fee. How much was she able to take home?;35;35
Solve this problem: In 3 years, Jayden will be half of Ernesto's age. If Ernesto is 11 years old, how many years old is Jayden now?;5;4
Solve this problem: Keiko sent 111 text messages last week. This week she sent 50 less than double what she sent last week. How many text messages did Keiko send last week and this week combined?;261;283
Solve this problem: A one-year subscription to a newspaper is offered with a 45% discount. How much does the discounted subscription cost if a subscription normally costs $80?;44;44
Solve this problem: Tim's cat bit him.  He decided to get himself and the cat checked out.  His doctor's visits $300 and insurance covered 75%.  His cat's visit cost $120 and his pet insurance covered $60.  How much did he pay?;240;135
Solve this problem: Ariella has $200 more in her son's saving account than Daniella has in her son's savings account. Ariella's account earns her simple interest at the rate of 10% per annum. If Daniella has $400, how much money will Arialla have after two years?;640  Let me explain: Ariella has $400 + $200 = $600 in her son's savings account. After two years, Ariella will have $600 * 10 / 100 * 2 = $120 in interest. So, Ariella will have $600 + $120 = $720 in her son's savings account after two years. ;720
Solve this problem: George bought some food for his trip: a bottle of juice, a sandwich, and a bottle of milk. The sandwich was for $4, and the juice was two times more expensive. The bottle of milk cost was 75% of the total cost of the sandwich and juice. How much did George pay for his food?;12  Let me explain: The juice cost 4 * 2 = $8. The total cost of the sandwich and juice was 4 + 8 = $12. The milk cost 12 * .75 = $9. George paid 12 + 9 = $21 for his food. ;21
Solve this problem: A young girl pours 23 blue beads and 16 yellow beads into a bowl. She divides the total into 3 equal parts, removes some beads from each part, and doubles the rest to have 6 beads in each part now. How many beads were removed from each part?;10;10
Solve this problem: Jerome is taking a 150-mile bicycle trip. He wants to ride 12 miles for 12 days. How long will he ride on the 13th day to finish his goal?;15;6
Solve this problem: At Mario's barbershop haircuts are 50% more expensive during the weekends. If Mario paid $18 for his last haircut on Monday, how much he would have paid the day before?;12;27
Solve this problem: John throws a block party and splits the cost with 3 other people.  They buy 100 pounds of burgers at $3 per pound.  They also buy $80 of condiments and propane to cook everything.  John also buys all the alcohol which costs $200. How much did John spend altogether;460;295
Solve this problem: The town’s annual budget totals $32 million. If half of the budget goes towards policing and $12 million goes towards education. How much money is left for managing public spaces?;10 million;4
Solve this problem: Daniel has a collection of 346 video games. 80 of them, Daniel bought for $12 each. Of the rest, 50% were bought for $7. All others had a price of $3 each. How much did Daniel spend on all the games in his collection?;10560  Let me explain: Daniel spent 80 * 12 = $960 on the 80 games he bought for $12 each. The number of games Daniel bought for $7 each is 346 - 80 = 266. So, Daniel spent 266 / 2 * 7 = $998 on the games he bought for $7 each. The number of games Daniel bought for $3 each is 346 - 80 - 266 = 100. So, Daniel spent 100 * 3 = $300 on the games he bought for $3 each. In total, Daniel spent 960 + 998 + 300 = $10560 on all the games in his collection. ;2290
Solve this problem: James joins a football team and becomes the star.  He scores 4 touchdowns per game and each touchdown is worth 6 points.  There are 15 games in the season.  He also manages to score 2 point conversions 6 times during the season.  The old record was 300 points during the season.  How many points did James beat the old record by?;100  Let me explain: James scored 4 touchdowns per game * 15 games = 60 touchdowns. 60 touchdowns * 6 points per touchdown = 360 points. 360 points + 6 2 point conversions * 2 points per conversion = 378 points. 378 points - 300 points = 78 points. ;72
Solve this problem: On Monday Buddy has 30 baseball cards. On Tuesday Buddy loses half of them. On Wednesday Buddy buys 12 baseball cards. On Thursday he buys a third of what he had on Tuesday. How many baseball cards does he have on Thursday?;42;32
Solve this problem: Manex is a tour bus driver. He has to drive 55 miles to the destination and drive going back to the starting point on a different way that is 10 miles farther. If he can drive 1 mile for 2 minutes and stayed 2 hours at the destination, how long will it take the bus driver to do the entire tour in hours?;12  Let me explain: The bus driver has to drive 55 + 10 = 65 miles. He can drive 65 miles in 65 * 2 = 130 minutes. He stayed 2 hours at the destination so he spent 2 * 60 = 120 minutes. So the entire tour will take 120 + 130 = 250 minutes. This is equal to 250 / 60 = 4 hours. ;6
Solve this problem: Grandpa Lou enjoys watching movies on the Hallmark channel, where every movie lasts 90 minutes.  If, on Tuesday, he watched several full-length movies on the Hallmark channel for a total of 4 hours and 30 minutes, and then on Wednesday he watched on the same channel twice as many movies as he did on Tuesday.  What is the maximum number of full-length movies Grandpa could have watched during these two days?;10  Let me explain: On Tuesday, Grandpa watched 4 hours and 30 minutes, which is 4.5 hours. 4.5 hours is 4.5 * 60 = 270 minutes. 270 minutes is 270 / 90 = 3 full-length movies. On Wednesday, Grandpa watched 3 * 2 = 6 full-length movies. In total, Grandpa watched 3 + 6 = 9 full-length movies. ;9
Solve this problem: Silvia’s bakery is offering 10% on advanced orders over $50.00.  She orders 2 quiches for $15.00 each, 6 croissants at $3.00 each and 6 buttermilk biscuits for $2.00 each.  How much will her order be with the discount?;72  Let me explain: The quiches cost 2 * 15 = $30.00. The croissants cost 6 * 3 = $18.00. The buttermilk biscuits cost 6 * 2 = $12.00. So the total cost of her order is 30 + 18 + 12 = $60.00. The discount is 10 / 100 * 60 = $6.00. So the total cost of her order with the discount is 60 - 6 = $54.00. ;54
Solve this problem: Borris liquor store uses 90 kilograms of grapes every 6 months. He is thinking of increasing his production by twenty percent. How many grapes does he need in a year after increasing his production?;2700  Let me explain: He uses 90 * 2 = 180 kilograms of grapes every year. He needs 180 * 1.2 = 216 kilograms of grapes after increasing his production. So he needs 216 * 2 = 432 kilograms of grapes in a year after increasing his production. ;216
Solve this problem: Mel is three years younger than Katherine.  When Katherine is two dozen years old, how old will Mel be in years?;21;21
Solve this problem: Mark has two pets, a hare that runs 10 feet/second and a turtle that crawls 1 foot/second. If they're going to run a 20 foot-race, how much of a head start (in seconds) does the turtle need to finish in a tie?;2;18
Solve this problem: Movie tickets cost $5 each on a Monday, twice as much on a Wednesday, and five times as much as Monday on a Saturday. If Glenn goes to the movie theater on Wednesday and Saturday, how much does he spend?;45  Let me explain: On Wednesday, Glenn pays 5 * 2 = $10 for a movie ticket. On Saturday, Glenn pays 5 * 5 = $25 for a movie ticket. So, Glenn spends 10 + 25 = $35 for two movie tickets. ;35
