question,scratch,answer
There are 8 different books and 5 different movies in the ' crazy silly school ' series. If you read 19 of the movies and watched 16 of the books How many more movies than books have you read? The word problem can be solved by subtracting 16 from 19.  ,<scratch>To subtract 16 from 19, we can think of it as subtracting the digits in each place value. Subtracting 9 and 6 gives 3. Subtracting 1 and 1 gives 0. After subtracting all digits, we get the difference, which is 03. </scratch>,3
A book has 2 chapters. The first chapter is 60 pages long. If there are a total of 93 pages in the book How many pages are in the second chapter? The word problem can be solved by subtracting 60 from 93.  ,<scratch>To subtract 60 from 93, we can think of it as subtracting the digits in each place value. Subtracting 9 and 0 gives 9. Subtracting 3 and 6 gives 3. After subtracting all digits, we get the difference, which is 33. </scratch>,33
Julia played tag with some kids on monday. She played tag with 14 kids on tuesday. If she played with a total of 16 kids How many kids did she play with on monday? The word problem can be solved by subtracting 14 from 16.  ,<scratch>To subtract 14 from 16, we can think of it as subtracting the digits in each place value. Subtracting 6 and 4 gives 2. Subtracting 1 and 1 gives 0. After subtracting all digits, we get the difference, which is 02. </scratch>,2
Baker's friend bought 137 cakes from him. If he had made 169 cakes initially How many cakes would baker still have? The word problem can be solved by subtracting 137 from 169.  ,<scratch>To subtract 137 from 169, we can think of it as subtracting the digits in each place value. Subtracting 9 and 7 gives 2. Subtracting 6 and 3 gives 3. After subtracting all digits, we get the difference, which is 32. </scratch>,32
Jerry had 5 action figures and 9 books on a shelf in his room. Later he added 7 more action figures to the shelf. How many more action figures than books were on his shelf? The word problem can be solved by subtracting 9 from 12.  ,<scratch>To subtract 9 from 12, we can think of it as subtracting the digits in each place value. Subtracting 2 and 9 gives -7. Subtracting 1 and 0 gives -1. After subtracting all digits, we get the difference, which is -8. </scratch>,3
Kelly has 80 nintendo games. She found 31 more nintendo games. How many does she need to give away so that she will have 6 games left? The word problem can be solved by subtracting 6 from 111.  ,<scratch>To subtract 6 from 111, we can think of it as subtracting the digits in each place value. Subtracting 1 and 6 gives 5. Subtracting 1 and 1 gives 0. After subtracting all digits, we get the difference, which is 105. </scratch>,105
There are 4 different books and 17 different movies in the ' crazy silly school ' series. If you read 19 of the books and watched 7 of the movies How many more movies do you still have to watch? The word problem can be solved by subtracting 7 from 17.  ,<scratch>To subtract 7 from 17, we can think of it as subtracting the digits in each place value. Subtracting 7 and 0 gives 10. Subtracting 1 and 7 gives 3. After subtracting all digits, we get the difference, which is 10. </scratch>,10
He then went to see the oranges being harvested. He found out that they harvest 5 sacks of ripe oranges and 74 sacks of unripe oranges per day. How many more sacks of unripe oranges than ripe oranges are harvested per day? The word problem can be solved by subtracting 5 from 74.  ,<scratch>To subtract 5 from 74, we can think of it as subtracting the digits in each place value. Subtracting 4 and 5 gives 9. Subtracting 7 and 0 gives 7. After subtracting all digits, we get the difference, which is 69. </scratch>,69
17 red peaches and 16 green peaches are in the basket. How many more red peaches than green peaches are in the basket? The word problem can be solved by subtracting 16 from 17.  ,<scratch>To subtract 16 from 17, we can think of it as subtracting the digits in each place value. Subtracting 9 and 6 gives 3. Subtracting 1 and 1 gives 0. After subtracting all digits, we get the difference, which is 01. </scratch>,1
During summer break 202958 kids from Lawrence county go to camp and the other 777622 kids stay home. How many more kids stayed home compared to those who went to the camp? The word problem can be solved by subtracting 202958 from 777622.  ,<scratch>To subtract 202958 from 777622, we can think of it as subtracting the digits in each place value. Subtracting 8 from 2 gives 0. Subtracting 9 from 7 gives 6. Subtracting 5 from 7 gives 2. Subtracting 2 from 6 gives 4. Subtracting 0 from 2 gives 2. After subtracting all digits, we get the difference, which is 574664. </scratch>,574664
6 birds and 3 storks were sitting on the fence. 2 more storks came to join them. How many more birds than storks are sitting on the fence? The word problem can be solved by subtracting 5 from 6.  ,<scratch>To subtract 5 from 6, we can think of it as subtracting the digits in each place value. Subtracting 5 and 0 gives 1. After subtracting all digits, we get the difference, which is 1. </scratch>,3
There are 22 different books and 10 different movies in the ' crazy silly school ' series. If you read 12 of the books and watched 56 of the movies How many more books do you still have to read? The word problem can be solved by subtracting 12 from 22.  ,<scratch>To subtract 12 from 22, we can think of it as subtracting the digits in each place value. Subtracting 2 and 1 gives 1. Subtracting 2 and 0 gives 2. After subtracting all digits, we get the difference, which is 10. </scratch>,10
Because of the decision Sofia asked 288 students to suggest specific types of food. 264 students suggested adding bacon while others suggested adding mashed potatoes to the menu. How many students suggested mashed potatoes? The word problem can be solved by subtracting 264 from 288.  ,<scratch>To subtract 264 from 288, we can think of it as subtracting the digits in each place value. Subtracting 8 and 4 gives 4. Subtracting 6 and 8 gives 2. After subtracting all digits, we get the difference, which is 24. </scratch>,24
Winter is almost here and most animals are migrating to warmer countries. There are 85 bird families living near the mountain. If 23 bird families flew away to africa and 37 bird families flew away to asia How many bird families were left near the mountain? The word problem can be solved by subtracting 60 from 85.  ,<scratch>To subtract 60 from 85, we can think of it as subtracting the digits in each place value. Subtracting 5 and 0 gives 5. Subtracting 8 and 6 gives 2. After subtracting all digits, we get the difference, which is 25. </scratch>,25
Dan has $ 4. He bought a chocolate for $ 7 and a candy bar for $ 2. How much money did he spend to buy chocolate than he did to buy candy bar? The word problem can be solved by subtracting 2 from 7.  ,<scratch>To subtract 2 from 7, we can think of it as subtracting the digits in each place value. Subtracting 7 and 2 gives 5. After subtracting all digits, we get the difference, which is 5.</scratch>,5
At the arcade Dave had won 18 tickets. If he used 5 to buy some toys and 11 more to buy some clothes How many tickets did Dave have left? The word problem can be solved by subtracting 16 from 18.  ,<scratch>To subtract 16 from 18, we can think of it as subtracting the digits in each place value. Subtracting 9 and 6 gives 3. Subtracting 1 and 1 gives 0. After subtracting all digits, we get the difference, which is 02. </scratch>,2
There were 21 roses in the vase. Jessica threw away 34 roses from the vase and cut some more new roses from her flower garden to put in the vase. There are now 15 roses in the vase. How many more roses did she throw away than those she cut from her garden? The word problem can be solved by subtracting 15 from 21.  ,<scratch>To subtract 15 from 21, we can think of it as subtracting the digits in each place value. Subtracting 5 and 1 gives 4. Subtracting 2 and 1 gives 1. After subtracting all digits, we get the difference, which is 06. </scratch>,6
Allan brought 2 balloons and Jake brought 6 balloons to the park. Allan then bought 3 more balloons at the park. How many more balloons did Jake have than Allan in the park? The word problem can be solved by subtracting 5 from 6.  ,<scratch>To subtract 5 from 6, we can think of it as subtracting the digits in each place value. Subtracting 6 and 5 gives 1. After subtracting all digits, we get the difference, which is 1. </scratch>,4
There is no subtraction operation in this equation,<scratch> </scratch>,10 + 10 = 20
David did 30 more push-ups than Zachary in gym class today. If David did 37 push-ups How many push-ups did Zachary do? The word problem can be solved by subtracting 30 from 37.  ,<scratch>To subtract 30 from 37, we can think of it as subtracting the digits in each place value. Subtracting 7 and 0 gives 7. Subtracting 3 and 3 gives 0. After subtracting all digits, we get the difference, which is 07. </scratch>,7
There is no subtraction operation in this equation,<scratch> </scratch>,10 + 10 = 20
Debby bought 264 water bottles when they were on sale. If she drank 15 bottles a day for 11 days. How many bottles does she have left? The word problem can be solved by subtracting 165 from 264.  ,<scratch>To subtract 165 from 264, we can think of it as subtracting the digits in each place value. Subtracting 4 and 5 gives 9. Subtracting 6 and 1 gives 5. After subtracting all digits, we get the difference, which is 99. </scratch>,99
33 campers went rowing in the morning 34 campers went rowing in the afternoon and 10 campers went rowing in the evening. How many more campers went rowing in the afternoon than in the evening? The word problem can be solved by subtracting 10 from 34.  ,<scratch>To subtract 10 from 34, we can think of it as subtracting the digits in each place value. Subtracting 0 and 4 gives 4. Subtracting 1 and 3 gives 2. After subtracting all digits, we get the difference, which is 24. </scratch>,24
Baker made 7 cakes and 148 pastries. If he sold 15 cakes and 103 pastries How many pastries would baker still have? The word problem can be solved by subtracting 103 from 148.  ,<scratch>To subtract 103 from 148, we can think of it as subtracting the digits in each place value. Subtracting 8 and 3 gives 5. Subtracting 4 and 0 gives 4. After subtracting all digits, we get the difference, which is 45. </scratch>,45
Robin cut off 13 inches of his hair. If his hair was 14 inches long initially How long is his hair now? The word problem can be solved by subtracting 13 from 14.  ,<scratch>To subtract 13 from 14, we can think of it as subtracting the digits in each place value. Subtracting 4 and 3 gives 1. Subtracting 1 and 1 gives 0. After subtracting all digits, we get the difference, which is 1. </scratch>,1
Last week Fred had 60 dollars and Jason had 19 dollars. Jason washed cars over the weekend and now has 33 dollars. How much money did Jason make washing cars? The word problem can be solved by subtracting 19 from 33.  ,<scratch>To subtract 19 from 33, we can think of it as subtracting the digits in each place value. Subtracting 3 and 1 gives 2. Subtracting 3 and 9 gives 0. After subtracting all digits, we get the difference, which is 14. </scratch>,14
Paul sold some books in a garage sale leaving him with 27 books. If he had 136 books initially How many books did he sell? The word problem can be solved by subtracting 27 from 136.  ,<scratch>To subtract 27 from 136, we can think of it as subtracting the digits in each place value. Subtracting 6 and 7 gives 9. Subtracting 3 and 2 gives 1. After subtracting all digits, we get the difference, which is 109. </scratch>,109
Next on his checklist is wax to stick the feathers together. If the feathers require 166 g of wax and right now he has 20 g How many more grams of wax does he need? The word problem can be solved by subtracting 20 from 166.  ,<scratch>To subtract 20 from 166, we can think of it as subtracting the digits in each place value. Subtracting 6 and 0 gives 66. Subtracting 2 and 1 gives 64. After subtracting all digits, we get the difference, which is 146. </scratch>,146
The grasshopper and the frog had a jumping contest. The grasshopper jumped 9 inches and the frog jumped 12 inches. How much farther did the frog jump than the grasshopper? The word problem can be solved by subtracting 9 from 12.  ,<scratch>To subtract 9 from 12, we can think of it as subtracting the digits in each place value. Subtracting 2 and 9 gives 3. Subtracting 1 and 0 gives 1. After subtracting all digits, we get the difference, which is 03. </scratch>,3
Steven has 18 peaches. Jake has 12 fewer peaches than Steven who has 8 more peaches than Jill. How many peaches does Jill have? The word problem can be solved by subtracting 8 from 18.  ,<scratch>To subtract 8 from 18, we can think of it as subtracting the digits in each place value. Subtracting 8 and 0 gives 8. Subtracting 1 and 1 gives 0. After subtracting all digits, we get the difference, which is 10. </scratch>,10
Ed had 30 more marbles than Doug. Ed lost 21 of his marbles at the playground. If Ed had 91 marbles How many more marbles did Ed have than Doug then? The word problem can be solved by subtracting 21 from 30.  ,<scratch>To subtract 21 from 30, we can think of it as subtracting the digits in each place value. Subtracting 0 and 1 gives 9. Subtracting 3 and 2 gives 1. After subtracting all digits, we get the difference, which is 09. </scratch>,9
A farmer had 105 green tomatoes and 71 red tomatoes in his garden. If he picked 137 tomatoes How many tomatoes are left? The word problem can be solved by subtracting 137 from 176.  ,<scratch>To subtract 137 from 176, we can think of it as subtracting the digits in each place value. Subtracting 7 and 6 gives 1. Subtracting 3 and 5 gives 2. After subtracting all digits, we get the difference, which is 41. </scratch>,41
Lewis earns $ 21 every week during the 216 weeks of harvest. If he has to pay $ 702 tax How much money will have at the end of the harvest season? The word problem can be solved by subtracting 702 from 4536.  ,<scratch>To subtract 702 from 4536, we can think of it as subtracting the digits in each place value. Subtracting 6 and 2 gives 4. Subtracting 0 and 3 gives 7. Subtracting 7 and 5 gives 2. After subtracting all digits, we get the difference, which is 3834. </scratch>,3834
Nell collects baseball cards. She had 566 cards while Jeff had 234 cards. She gave some of her cards to Jeff and now has 535 cards left. How many cards does Jeff have now? The word problem can be solved by subtracting 535 from 800.  ,<scratch>To subtract 535 from 800, we can think of it as subtracting the digits in each place value. Subtracting 0 and 5 gives 5. Subtracting 8 and 3 gives 5. After subtracting all digits, we get the difference, which is 265. </scratch>,265
Matthew had 31 crackers. He has 23 crackers left after he gave equal numbers of crackers to his 5 friends. How many crackers did Matthew give to his friends? The word problem can be solved by subtracting 23 from 31.  ,<scratch>To subtract 23 from 31, we can think of it as subtracting the digits in each place value. Subtracting 9 and 3 gives 6. Subtracting 1 and 1 gives 0. After subtracting all digits, we get the difference, which is 08. </scratch>,8
There is no subtraction operation in this equation,<scratch> </scratch>,10 + 10 = 20
Rachel picked 4 apples from her tree. If the tree had 7 apples initially. How many apples are still there on the tree? The word problem can be solved by subtracting 4 from 7.  ,<scratch>To subtract 4 from 7, we can think of it as subtracting the digits in each place value. Subtracting 7 and 4 gives 3. After subtracting all digits, we get the difference, which is 3. </scratch>,3
After making some pies, chef had 2 apples left. Initially he had 43 apples How many apples did he use? The word problem can be solved by subtracting 2 from 43.  ,<scratch>To subtract 2 from 43, we can think of it as subtracting the digits in each place value. Subtracting 3 and 2 gives 1. Subtracting 4 and 0 gives 4. After subtracting all digits, we get the difference, which is 41. </scratch>,41
There were 53 dollars in Olivia's wallet. She collected 91 more dollars from an atm. After she visited a supermarket there were 14 dollars left. How much more money did she spend at the supermarket than she collected at the atm? The word problem can be solved by subtracting 14 from 53.  ,<scratch>To subtract 14 from 53, we can think of it as subtracting the digits in each place value. Subtracting 4 and 3 gives 1. Subtracting 1 and 5 gives 4. After subtracting all digits, we get the difference, which is 41. </scratch>,37
Julia played tag with 5 kids on monday. She played tag with some more kids on tuesday. If she played with a total of 15 kids How many kids did she play with on tuesday? The word problem can be solved by subtracting 5 from 15.  ,<scratch>To subtract 5 from 15, we can think of it as subtracting the digits in each place value. Subtracting 5 and 0 gives 10. Subtracting 1 and 5 gives 5. After subtracting all digits, we get the difference, which is 10. </scratch>,10
Danny collects bottle caps. He threw away 6 of the old ones at the park while he found 50 bottle caps new ones. Now he has 60 bottle caps in his collection. How many more bottle caps did danny find at the park than those he threw away? The word problem can be solved by subtracting 6 from 50.  ,<scratch>To subtract 6 from 50, we can think of it as subtracting the digits in each place value. Subtracting 0 and 6 gives 4. Subtracting 5 and 0 gives 5. After subtracting all digits, we get the difference, which is 44. </scratch>,44
There is no subtraction operation in this equation,<scratch> </scratch>,10 + 10 = 20
They decided to hold the party in their backyard. If they have 5 sets of tables and each set has 10 chairs How many more chairs than tables do they have? The word problem can be solved by subtracting 5 from 50.  ,<scratch>To subtract 5 from 50, we can think of it as subtracting the digits in each place value. Subtracting 0 and 5 gives 4. Subtracting 5 and 0 gives 45. After subtracting all digits, we get the difference, which is 45. </scratch>,45
A farmer had 177 tomatoes and 12 potatoes in his garden. If he picked 53 tomatoes How many tomatoes and potatoes does he have left? The word problem can be solved by subtracting 53 from 189.  ,<scratch>To subtract 53 from 189, we can think of it as subtracting the digits in each place value. Subtracting 9 and 3 gives 6. Subtracting 8 and 5 gives 3. After subtracting all digits, we get the difference, which is 136. </scratch>,136
7 red peaches, 71 yellow peaches and 8 green peaches are in the basket. How many more green peaches than red peaches are in the basket? The word problem can be solved by subtracting 7 from 8.  ,<scratch>To subtract 7 from 8, we can think of it as subtracting the digits in each place value. Subtracting 8 and 7 gives 1. After subtracting all digits, we get the difference, which is 1.</scratch>,1
52 campers went rowing in the morning. 61 campers went rowing in the afternoon. How many more campers went rowing in the afternoon than in the morning? The word problem can be solved by subtracting 52 from 61.  ,<scratch>To subtract 52 from 61, we can think of it as subtracting the digits in each place value. Subtracting 1 and 2 gives 9. Subtracting 6 and 5 gives 1. After subtracting all digits, we get the difference, which is 09. </scratch>,9
There were 13 roses and 84 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 91 orchids and 14 roses in the vase. How many roses did she cut? The word problem can be solved by subtracting 13 from 14.  ,<scratch>To subtract 13 from 14, we can think of it as subtracting the digits in each place value. Subtracting 4 and 3 gives 1. Subtracting 1 and 1 gives 0. After subtracting all digits, we get the difference, which is 01. </scratch>,1
There are 17 different movies and 11 different books in the ' crazy silly school ' series. If you read 13 of the books and watched 63 of the movies How many more movies than books are there in the ' crazy silly school ' series? The word problem can be solved by subtracting 11 from 17.  ,<scratch>To subtract 11 from 17, we can think of it as subtracting the digits in each place value. Subtracting 7 and 1 gives 6. Subtracting 1 and 0 gives 1. After subtracting all digits, we get the difference, which is 06. </scratch>,6
Randy uses 36 blocks to build a tower. If he had 59 blocks How many blocks are left? The word problem can be solved by subtracting 36 from 59.  ,<scratch>To subtract 36 from 59, we can think of it as subtracting the digits in each place value. Subtracting 9 and 6 gives 3. Subtracting 5 and 3 gives 2. After subtracting all digits, we get the difference, which is 23. </scratch>,23
Marco and his dad went strawberry picking. Together their strawberries weighed 20 pounds. His dad's strawberries weighed 17 pounds. How much did marco's strawberries weigh? The word problem can be solved by subtracting 17 from 20.  ,<scratch>To subtract 17 from 20, we can think of it as subtracting the digits in each place value. Subtracting 0 and 7 gives 3. Subtracting 2 and 1 gives 8. After subtracting all digits, we get the difference, which is 03. </scratch>,3
Stray cats loved eating goldfish in the pond leaving 6 goldfish. Paige had raised 8 goldfish in the pond initially. How many goldfish disappeared? The word problem can be solved by subtracting 6 from 8.  ,<scratch>To subtract 6 from 8, we can think of it as subtracting the digits in each place value. Subtracting 6 and 8 gives 2. After subtracting all digits, we get the difference, which is 02. </scratch>,2
Danny collects bottle caps and wrappers. He found 58 bottle caps and 25 wrappers at the park. Now he has 11 wrappers and 12 bottle caps in his collection. How many more bottle caps than wrappers does danny have now? The word problem can be solved by subtracting 11 from 12.  ,<scratch>To subtract 11 from 12, we can think of it as subtracting the digits in each place value. Subtracting 1 and 1 gives 0. After subtracting all digits, we get the difference, which is 01. </scratch>,1
There is no subtraction operation in this equation,<scratch> </scratch>,10 + 10 = 20
Paco had 9 sweet cookies and 6 salty cookies. He ate 36 sweet cookies and 3 salty cookies. How many salty cookies did Paco have left? The word problem can be solved by subtracting 3 from 6.  ,<scratch>To subtract 3 from 6, we can think of it as subtracting the digits in each place value. Subtracting 3 and 0 gives 3. After subtracting all digits, we get the difference, which is 3. </scratch>,3
Baker made 157 cakes and 169 pastries. If he sold 158 cakes and 147 pastries How many more cakes than pastries did baker sell? The word problem can be solved by subtracting 147 from 158.  ,<scratch>To subtract 147 from 158, we can think of it as subtracting the digits in each place value. Subtracting 8 and 7 gives 1. Subtracting 4 and 5 gives 1. After subtracting all digits, we get the difference, which is 11. </scratch>,11
In a school there are 868 girls and the rest are boys. If there are 281 more girls than boys How many pupils are there in that school? The word problem can be solved by subtracting 281 from 1736.  ,<scratch>To subtract 281 from 1736, we can think of it as subtracting the digits in each place value. Subtracting 6 and 1 gives 5. Subtracting 3 and 8 gives 5. Subtracting 7 and 2 gives 5. After subtracting all digits, we get the difference, which is 1455. </scratch>,1455
David did 51 push-ups in gym class today. David did 49 more push-ups than Zachary. How many push-ups did Zachary and David do altogether? The word problem can be solved by subtracting 49 from 102.  ,<scratch>To subtract 49 from 102, we can think of it as subtracting the digits in each place value. Subtracting 2 and 9 gives 3. Subtracting 0 and 4 gives -4. After subtracting all digits, we get the difference, which is 53. </scratch>,53
There is no subtraction operation in this equation,<scratch> </scratch>,10 + 10 = 20
A school has 485 pupils. There are 232 girls and the rest are boys. How many boys are there in that school? The word problem can be solved by subtracting 232 from 485.  ,<scratch>To subtract 232 from 485, we can think of it as subtracting the digits in each place value. Subtracting 5 and 2 gives 3. Subtracting 8 and 3 gives 5. Subtracting 4 and 0 gives 4. After subtracting all digits, we get the difference, which is 253. </scratch>,253
Baker made 134 pastries and 11 cakes. If he sold 140 cakes and 92 pastries How many more pastries than cakes did baker make? The word problem can be solved by subtracting 11 from 134.  ,<scratch>To subtract 11 from 134, we can think of it as subtracting the digits in each place value. Subtracting 4 and 1 gives 3. Subtracting 3 and 0 gives 3. After subtracting all digits, we get the difference, which is 123. </scratch>,123
Nell collects baseball cards. She had 528 cards while Jeff had 11 cards. She gave some of her cards to jeff and now has 252 cards left. How many cards did Nell give to Jeff? The word problem can be solved by subtracting 252 from 528.  ,<scratch>To subtract 252 from 528, we can think of it as subtracting the digits in each place value. Subtracting 8 and 2 gives 6. Subtracting 5 and 5 gives 0. Subtracting 2 and 2 gives 0. After subtracting all digits, we get the difference, which is 276. </scratch>,276
Dave had 24 apps and 9 files on his phone. After deleting some apps and files he had 5 files and 12 apps left. How many more apps than files does he have left on the phone? The word problem can be solved by subtracting 5 from 12.  ,<scratch>To subtract 5 from 12, we can think of it as subtracting the digits in each place value. Subtracting 2 and 5 gives 7. Subtracting 1 and 0 gives 1. After subtracting all digits, we get the difference, which is 07. </scratch>,7
44 campers went rowing in the morning 39 campers went rowing in the afternoon and 31 campers went rowing in the evening. How many more campers went rowing in the morning than in the afternoon? The word problem can be solved by subtracting 39 from 44.  ,<scratch>To subtract 39 from 44, we can think of it as subtracting the digits in each place value. Subtracting 9 and 4 gives 5. Subtracting 3 and 4 gives 1. After subtracting all digits, we get the difference, which is 05. </scratch>,5
Jesse has 18 square feet of carpet. If her room is 4 feet long and 20 feet wide How much more carpet does she need to cover the whole floor? The word problem can be solved by subtracting 18 from 80.  ,<scratch>To subtract 18 from 80, we can think of it as subtracting the digits in each place value. Subtracting 0 and 8 gives 8. Subtracting 1 and 0 gives 8. After subtracting all digits, we get the difference, which is 62. </scratch>,62
Nell collects cards. She had 438 baseball cards and 18 Ace cards. She gave some of her cards to Jeff and now has 55 Ace cards and 178 baseball cards left. How many more baseball cards than Ace cards does Nell have? The word problem can be solved by subtracting 55 from 178.  ,<scratch>To subtract 55 from 178, we can think of it as subtracting the digits in each place value. Subtracting 8 and 5 gives 3. Subtracting 7 and 5 gives 2. After subtracting all digits, we get the difference, which is 123. </scratch>,123
Matthew had 24 crackers. If Matthew gave equal numbers of crackers to his 3 friends and still had 17 crackers left How many crackers did Matthew give to his friends? The word problem can be solved by subtracting 17 from 24.  ,<scratch>To subtract 17 from 24, we can think of it as subtracting the digits in each place value. Subtracting 4 and 7 gives 3. Subtracting 2 and 1 gives 1. After subtracting all digits, we get the difference, which is 07. </scratch>,7
They decided to hold the party in their backyard. They have 10 sets of tables and each set has 6 chairs. If there are 11 people sitting on chairs How many chairs are left unoccupied? The word problem can be solved by subtracting 11 from 60.  ,<scratch>To subtract 11 from 60, we can think of it as subtracting the digits in each place value. Subtracting 0 and 1 gives 9. Subtracting 6 and 0 gives 6. After subtracting all digits, we get the difference, which is 49. </scratch>,49
He then went to see the oranges being harvested. He found out that they harvest 44 sacks of ripe oranges and 25 sacks of unripe oranges per day. How many more sacks of ripe oranges than unripe oranges are harvested per day? The word problem can be solved by subtracting 25 from 44.  ,<scratch>To subtract 25 from 44, we can think of it as subtracting the digits in each place value. Subtracting 4 and 2 gives 2. Subtracting 4 and 5 gives 9. After subtracting all digits, we get the difference, which is 19. </scratch>,19
Paul had 2 books. After selling some in a garage sale he bought 150 new ones. If he has 58 books now How many books did he sell? The word problem can be solved by subtracting 58 from 152.  ,<scratch>To subtract 58 from 152, we can think of it as subtracting the digits in each place value. Subtracting 8 and 2 gives 6. Subtracting 5 and 0 gives 5. After subtracting all digits, we get the difference, which is 94. </scratch>,94
6 storks and 2 birds were sitting on the fence. 3 more birds came to join them. How many more storks than birds are sitting on the fence? The word problem can be solved by subtracting 5 from 6.  ,<scratch>To subtract 5 from 6, we can think of it as subtracting the digits in each place value. Subtracting 5 and 0 gives 1. After subtracting all digits, we get the difference, which is 1. </scratch>,4
Paul got a box of 531 crayons and 38 erasers for his birthday. At the end of the school year he only had 391 left while not having lost a single erasers. How many more crayons than erasers did he have left? The word problem can be solved by subtracting 38 from 391.  ,<scratch>To subtract 38 from 391, we can think of it as subtracting the digits in each place value. Subtracting 1 and 8 gives 3. Subtracting 9 and 3 gives 6. After subtracting all digits, we get the difference, which is 353. </scratch>,353
Dave had 10 apps on his phone. He added 11 new apps. After deleting some he had 4 left. How many apps did he delete? The word problem can be solved by subtracting 4 from 21.  ,<scratch>To subtract 4 from 21, we can think of it as subtracting the digits in each place value. Subtracting 1 and 4 gives 7. Subtracting 2 and 0 gives 2. After subtracting all digits, we get the difference, which is 17. </scratch>,17
There were 5 roses and 3 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 12 roses and 2 orchids in the vase. How many more roses than orchids are there in the vase now? The word problem can be solved by subtracting 2 from 12.  ,<scratch>To subtract 2 from 12, we can think of it as subtracting the digits in each place value. Subtracting 2 and 0 gives 10. Subtracting 1 and 2 gives 8. After subtracting all digits, we get the difference, which is 10. </scratch>,10
There are 14 different movies and 15 different books in the ' crazy silly school ' series. If you read 11 of the books and watched 40 of the movies How many more books than movies are there in the ' crazy silly school ' series? The word problem can be solved by subtracting 14 from 15.  ,<scratch>To subtract 14 from 15, we can think of it as subtracting the digits in each place value. Subtracting 4 and 5 gives 1. Subtracting 1 and 1 gives 0. After subtracting all digits, we get the difference, which is 01. </scratch>,1
Randy has 86 blocks. He uses 79 blocks to build a tower and 82 blocks to build a house. How many more blocks did he use to build the house than he did to build the tower? The word problem can be solved by subtracting 79 from 82.  ,<scratch>To subtract 79 from 82, we can think of it as subtracting the digits in each place value. Subtracting 9 and 2 gives 7. Subtracting 7 and 0 gives 7. After subtracting all digits, we get the difference, which is 03. </scratch>,3
Last week Fred had 78 dollars and Jason had 31 dollars. Jason delivered newspapers and now has 57 dollars. Fred washed cars over the weekend and now has 90 dollars. How much money did Jason earn by delivering newspapers? The word problem can be solved by subtracting 31 from 57.  ,<scratch>To subtract 31 from 57, we can think of it as subtracting the digits in each place value. Subtracting 7 and 1 gives 6. Subtracting 5 and 3 gives 2. After subtracting all digits, we get the difference, which is 26. </scratch>,26
Josh had 15 marbles in his collection. He found 9 marbles while he lost 23 marbles. How many more marbles did he lose than those he found? The word problem can be solved by subtracting 9 from 23.  ,<scratch>To subtract 9 from 23, we can think of it as subtracting the digits in each place value. Subtracting 3 and 9 gives -6. Subtracting 2 and 0 gives -2. After subtracting all digits, we get the difference, which is -6. </scratch>,14
Jack received 4 emails in the morning and some more in the afternoon. If he received a total of 5 emails in the day How many emails did Jack receive in the afternoon? The word problem can be solved by subtracting 4 from 5.  ,<scratch>To subtract 4 from 5, we can think of it as subtracting the digits in each place value. Subtracting 5 and 4 gives 1. After subtracting all digits, we get the difference, which is 1. </scratch>,1
There were some roses in the vase. Jessica cut 16 more roses from her flower garden and put them in the vase. There are now 23 roses in the vase. How many roses were there in the vase at the beginning? The word problem can be solved by subtracting 16 from 23.  ,<scratch>To subtract 16 from 23, we can think of it as subtracting the digits in each place value. Subtracting 3 and 6 gives 7. Subtracting 2 and 1 gives 1. After subtracting all digits, we get the difference, which is 07. </scratch>,7
After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 132 visitors came to the Buckingham palace that day. If 406 people visited the Buckingham palace within the past 327 days How many visitors visited the Buckingham palace on the previous day? The word problem can be solved by subtracting 132 from 406.  ,<scratch>To subtract 132 from 406, we can think of it as subtracting the digits in each place value. Subtracting 6 from 0 gives 4. Subtracting 2 from 6 gives 4. Subtracting 1 from 4 gives 3. After subtracting all digits, we get the difference, which is 274. </scratch>,274
29 campers went rowing and 66 campers went hiking in the morning. 26 campers went rowing in the afternoon. How many more campers went rowing in the morning than in the afternoon? The word problem can be solved by subtracting 26 from 29.  ,<scratch>To subtract 26 from 29, we can think of it as subtracting the digits in each place value. Subtracting 9 and 6 gives 3. Subtracting 2 and 2 gives 0. After subtracting all digits, we get the difference, which is 03. </scratch>,3
Dave had 17 apps on his phone. After adding some he had 18 left. How many apps did he add? The word problem can be solved by subtracting 17 from 18.  ,<scratch>To subtract 17 from 18, we can think of it as subtracting the digits in each place value. Subtracting 8 and 7 gives 1. Subtracting 1 and 1 gives 0. After subtracting all digits, we get the difference, which is 01. </scratch>,1
There were 174 parents in the program and 521 pupils too. How many more pupils were present compared to parents in the program? The word problem can be solved by subtracting 174 from 521.  ,<scratch>To subtract 174 from 521, we can think of it as subtracting the digits in each place value. Subtracting 1 and 4 gives 7. Subtracting 2 and 2 gives 0. Subtracting 5 and 1 gives 4. After subtracting all digits, we get the difference, which is 347. </scratch>,347
There is no subtraction operation in this equation,<scratch> </scratch>,10 + 10 = 20
